14,25,35,40,41,43
6,7,9,21,38,43
1,4,19,31,45,47
7,11,18,33,38,40
4,11,25,32,45,46
20,27,41,44,47,49
8,9,19,35,39,48
3,13,18,22,42,43
10,14,16,43,44,49
9,21,30,32,39,41
8,9,11,15,19,25
2,12,38,40,42,48
4,5,11,19,34,38
2,17,24,30,34,39
8,14,16,24,26,38
3,17,20,22,24,49
7,12,26,33,37,48
10,21,24,25,39,49
8,29,32,39,43,45
3,16,34,36,45,48
1,3,16,41,42,46
13,17,21,22,24,46
19,22,24,36,38,41
23,25,26,27,38,46
2,3,6,11,31,42
1,17,26,33,36,43
4,23,24,34,39,47
2,7,8,22,34,47
5,13,18,32,34,39
14,20,22,26,35,44
2,4,6,21,27,42
4,15,25,31,33,47
6,8,24,37,45,48
14,23,25,30,33,35
3,6,7,14,27,43
16,21,25,35,37,40
7,14,16,34,46,48
1,10,19,24,37,41
3,15,16,20,26,34
8,11,16,20,27,44
3,11,16,23,47,49
1,3,29,35,37,47
7,9,17,18,26,35
4,21,23,33,34,36
7,15,16,18,31,44
2,11,19,34,42,44
12,16,20,27,41,42
15,18,27,44,46,47
6,12,15,24,36,49
2,15,21,42,47,49
14,15,16,31,32,39
11,12,29,33,43,46
12,15,16,25,29,37
2,10,20,26,35,48
9,16,21,27,40,44
2,5,24,25,36,46
2,11,16,23,29,45
6,17,24,26,31,32
11,16,22,25,34,37
1,21,24,27,30,37
2,4,12,30,35,46
2,18,22,30,31,33
1,15,22,38,42,45
3,5,6,11,20,44
13,16,40,41,47,48
4,28,38,39,43,45
2,8,29,32,40,47
14,16,18,29,31,35
18,25,27,28,40,46
15,26,29,34,46,47
9,10,11,21,28,37
27,31,33,34,39,46
1,27,29,34,42,48
5,7,10,20,37,38
9,11,15,21,32,42
5,16,19,25,46,48
3,9,32,38,40,47
1,5,21,36,44,45
1,9,16,17,38,42
6,8,10,18,22,45
1,27,34,40,41,44
16,18,21,23,34,38
3,12,18,22,31,36
4,7,11,35,40,41
4,10,19,32,39,41
6,8,15,17,20,23
8,16,29,32,40,46
10,17,24,34,37,41
5,20,22,25,36,48
3,15,40,41,43,47
1,15,31,32,37,42
3,12,15,18,21,33
4,19,26,32,44,46
5,13,14,18,37,40
10,24,28,33,38,46
4,17,29,38,39,45
3,8,40,46,47,48
1,8,26,32,43,49
2,11,22,23,32,40
10,26,31,36,39,46
1,4,20,28,44,47
17,29,32,41,42,43
14,18,26,39,41,49
1,4,13,16,30,31
10,14,21,31,34,49
4,17,19,30,41,44
19,23,27,28,35,49
3,8,28,32,36,48
1,15,16,26,29,37
11,13,17,20,45,49
8,11,15,31,32,33
15,23,35,38,46,47
4,22,23,28,29,36
3,4,6,15,35,40
3,7,21,24,29,48
4,8,10,16,22,41
21,22,28,36,41,49
4,9,10,11,28,30
14,18,23,25,28,30
3,4,6,13,14,48
8,9,17,28,33,36
16,20,25,32,33,42
4,14,15,23,40,49
1,3,5,14,27,44
3,24,25,38,39,44
7,18,27,30,39,40
9,16,17,24,35,41
3,4,7,8,16,34
6,16,26,30,32,43
10,17,18,37,39,43
1,13,19,32,33,38
18,36,40,43,45,49
1,7,11,12,29,39
13,26,33,45,46,49
4,8,9,24,43,47
15,22,30,35,37,49
1,5,25,30,31,48
20,29,33,39,41,48
2,9,11,31,37,40
12,25,37,41,42,48
12,13,18,22,32,33
16,29,30,39,43,44
1,17,26,37,39,49
1,13,17,18,45,48
17,20,31,38,39,49
8,13,22,23,26,47
16,17,23,28,32,45
7,19,29,38,43,45
8,27,29,36,37,39
3,8,12,23,30,43
3,12,19,35,47,49
2,4,23,36,44,49
5,18,21,25,44,47
5,29,30,33,41,49
4,7,8,12,42,43
8,18,33,37,40,42
10,11,12,24,25,36
5,14,23,27,36,37
10,18,27,28,42,48
7,10,15,20,27,29
3,4,16,18,25,43
8,10,26,34,42,44
11,13,14,24,40,48
4,10,18,19,37,40
1,26,36,42,44,46
1,16,19,35,39,40
10,28,31,34,39,47
3,8,29,31,43,48
27,30,31,33,38,42
9,12,19,35,36,44
6,10,21,30,36,49
10,19,24,31,39,47
6,12,18,24,32,35
9,17,19,28,40,46
18,21,30,39,40,49
1,2,7,11,34,43
5,14,18,24,42,49
17,33,38,39,46,49
1,12,20,23,31,49
2,5,9,23,38,43
1,14,27,37,39,42
12,14,17,21,23,29
2,6,20,34,39,44
4,5,6,13,24,31
3,7,15,19,31,34
2,13,28,40,41,43
2,5,28,31,42,45
2,20,24,34,43,49
15,19,28,32,35,42
2,6,22,27,34,37
3,8,16,22,27,44
5,9,15,21,27,47
3,5,14,30,35,40
2,18,24,25,27,30
8,22,28,31,32,38
6,10,26,39,41,47
26,32,33,35,38,44
6,13,19,22,25,27
8,10,25,31,43,47
8,9,15,22,25,31
1,8,13,28,31,44
9,13,19,23,34,40
12,14,20,33,38,43
1,4,31,33,36,39
2,7,10,14,23,42
1,3,20,22,30,44
5,28,29,32,43,45
7,15,17,29,40,47
11,24,35,45,46,48
5,32,34,40,45,47
6,19,33,35,43,44
5,8,16,32,34,43
17,20,23,27,36,47
6,31,34,37,39,48
6,20,22,27,32,41
2,5,13,23,35,45
4,16,17,18,22,44
10,27,30,33,36,48
2,4,15,24,28,41
8,9,10,18,30,39
3,7,18,21,41,44
2,4,6,11,42,44
6,20,35,42,47,49
3,12,14,29,31,33
7,23,27,29,44,49
1,7,9,21,46,47
2,13,27,29,35,38
8,12,16,20,21,44
2,3,8,24,32,48
13,16,17,19,35,45
1,24,32,36,48,49
3,7,23,28,31,49
16,31,40,42,45,49
4,6,15,32,34,35
13,15,24,28,41,46
1,18,19,31,45,49
4,5,24,25,36,39
22,33,38,39,44,49
2,18,23,35,37,42
4,20,33,47,48,49
1,14,15,30,37,49
4,17,22,28,30,47
8,16,22,31,32,39
6,23,24,26,33,36
4,15,19,20,36,48
3,10,20,30,44,49
23,31,34,45,47,48
1,8,17,20,32,44
3,25,28,29,35,47
1,13,14,45,46,48
4,14,28,32,33,44
11,17,20,31,33,35
14,21,34,40,44,47
6,9,14,16,19,28
10,25,29,31,39,49
7,9,11,24,31,49
3,7,19,23,26,35
1,4,11,16,23,33
6,19,22,28,32,38
8,10,11,27,31,43
6,9,11,17,20,27
1,30,36,37,38,40
2,18,31,33,35,37
2,6,14,28,44,47
4,11,27,31,36,49
11,18,23,33,47,49
8,15,22,36,41,42
13,21,30,37,43,46
1,8,14,19,27,31
7,10,15,18,19,23
6,17,30,34,41,48
6,8,15,32,44,49
9,17,18,32,34,42
1,9,25,34,35,42
2,10,37,40,42,44
18,25,29,32,34,44
5,13,19,27,41,45
10,28,30,37,40,44
5,7,26,28,32,37
6,8,10,37,42,46
3,17,18,28,34,49
4,16,19,23,34,41
2,20,23,25,27,46
7,9,13,26,28,34
4,9,23,25,30,35
18,19,22,36,41,42
10,18,24,32,44,47
12,22,25,32,38,40
6,14,17,19,28,30
4,13,16,32,35,40
1,18,20,26,31,39
1,12,34,42,44,45
2,10,16,27,38,47
14,26,29,33,35,37
10,12,17,33,36,40
6,13,24,30,32,33
18,23,24,25,31,32
1,5,21,29,37,42
6,10,18,26,27,41
2,4,13,16,17,40
3,5,15,16,17,31
1,2,7,14,41,49
10,13,18,28,31,42
1,8,15,25,31,41
12,13,19,20,39,42
14,20,25,33,35,48
9,15,21,34,45,46
1,5,6,9,22,44
8,12,34,38,43,46
5,13,19,26,37,38
3,14,21,28,30,45
13,22,24,34,37,44
3,4,13,21,22,46
9,12,13,32,34,35
6,7,18,27,32,39
5,9,15,17,29,35
4,12,14,32,44,45
11,20,25,30,34,38
1,14,27,42,46,49
13,15,18,37,42,49
18,22,39,40,43,47
3,7,15,17,41,43
4,6,11,17,27,44
1,13,21,31,36,48
3,6,7,19,27,32
1,16,20,21,25,33
5,20,26,39,45,46
7,9,10,40,44,48
2,7,12,15,18,48
1,4,26,27,35,45
1,17,20,37,42,44
1,24,28,40,46,49
20,26,29,33,40,45
4,21,24,32,34,47
1,14,28,36,47,49
14,16,20,22,34,42
4,17,26,33,43,49
9,17,28,36,44,46
9,16,18,25,37,47
2,20,27,29,41,43
17,20,34,39,41,49
6,7,18,21,24,32
5,7,19,24,37,41
2,14,37,42,44,48
5,8,25,42,43,45
20,24,32,36,41,43
10,16,31,42,47,49
2,9,22,25,47,49
1,7,15,18,27,40
4,11,17,20,25,49
3,5,10,36,42,45
7,26,28,34,38,47
11,12,26,27,29,34
2,14,40,41,43,46
5,6,21,22,31,33
2,5,33,35,47,49
12,18,22,33,35,44
3,22,27,46,48,49
15,24,36,41,42,46
19,21,24,29,46,48
1,5,6,10,33,49
1,10,11,15,22,29
7,8,11,16,41,47
11,12,28,30,39,48
15,21,24,27,42,47
11,14,25,28,44,47
17,18,21,22,23,45
13,16,21,26,35,46
1,23,26,37,43,49
10,16,32,35,36,42
3,13,28,31,40,44
1,3,14,33,37,49
4,9,22,27,42,45
2,11,30,34,38,44
11,17,28,35,38,40
7,17,34,38,45,46
5,31,33,34,36,38
2,19,20,26,32,37
6,23,25,31,39,41
7,10,31,37,46,49
13,25,38,40,42,47
6,13,31,35,38,40
11,24,39,41,43,45
9,22,24,27,36,46
1,4,8,27,34,40
27,29,30,33,44,45
12,20,22,28,36,43
2,5,11,27,31,43
2,3,7,22,38,48
7,15,16,26,29,47
5,19,21,34,43,49
3,22,23,31,33,47
5,7,20,26,31,36
3,4,13,25,29,41
4,8,9,39,40,46
7,11,17,28,38,42
1,3,30,36,42,43
2,9,16,22,34,40
8,13,25,30,38,39
7,10,37,45,46,47
12,24,35,42,45,47
13,14,19,20,29,47
22,27,32,37,42,47
5,7,12,17,26,47
9,17,21,28,29,30
2,8,11,25,45,47
11,14,15,25,38,42
13,15,16,24,38,40
5,17,27,31,33,48
10,12,18,39,43,49
9,27,28,36,37,46
2,16,28,39,41,46
10,16,26,34,37,43
2,8,13,23,27,44
13,22,26,40,46,49
11,23,29,30,44,49
1,6,21,27,43,49
17,19,20,31,40,44
13,19,41,44,46,48
2,7,12,17,19,23
14,20,25,43,44,46
1,10,16,25,43,48
4,10,17,20,24,39
7,12,37,38,40,46
17,18,21,37,38,39
14,23,29,35,39,47
9,22,30,39,42,45
7,8,10,20,31,49
8,9,17,22,43,45
4,5,7,18,33,42
6,9,12,33,34,48
17,20,36,40,43,47
17,18,32,34,39,46
10,14,34,37,40,49
1,6,8,30,32,44
9,13,14,33,39,40
6,14,15,19,26,28
1,9,14,20,43,48
3,16,18,24,31,44
3,10,14,16,17,39
1,11,16,27,32,49
19,30,32,39,42,49
5,10,19,29,35,42
21,26,29,31,46,47
4,16,24,28,35,46
6,10,20,30,31,39
3,5,13,14,31,40
12,21,28,34,38,39
3,5,14,26,34,41
10,17,22,26,34,45
1,19,21,23,24,46
5,9,23,27,28,39
21,26,29,33,35,43
20,27,34,39,42,47
2,3,13,26,36,38
16,19,25,32,38,47
7,25,28,37,44,48
2,14,19,20,26,49
7,9,21,25,26,46
2,5,9,17,22,38
11,22,24,37,39,49
17,33,34,37,41,47
5,7,10,15,24,29
18,23,29,38,41,44
8,28,30,31,32,35
1,13,17,23,30,40
5,10,16,20,29,42
12,15,17,28,38,43
9,11,21,28,29,37
3,5,23,24,34,47
6,7,23,30,38,45
4,16,18,28,31,38
10,11,17,29,38,47
4,6,18,33,42,44
6,7,12,37,45,48
16,17,23,28,43,49
8,13,22,34,43,45
4,5,15,18,25,41
21,22,29,31,42,47
2,5,6,8,32,46
13,17,22,28,31,41
7,14,17,22,30,47
1,8,18,19,29,33
3,4,9,29,38,47
4,10,19,24,41,45
1,3,7,23,28,42
16,24,26,27,39,45
10,15,22,25,27,40
6,19,25,39,44,47
9,18,22,26,32,36
14,19,20,27,40,45
10,21,35,36,42,44
8,12,25,30,43,49
16,25,30,38,46,48
6,30,31,32,35,47
5,10,27,29,35,45
16,18,20,26,37,38
16,26,30,33,43,49
2,23,28,32,33,47
8,18,20,26,29,37
7,8,13,25,38,44
11,18,26,33,47,49
11,13,26,28,36,41
14,20,32,35,40,41
3,9,17,24,39,43
4,8,30,39,40,45
20,24,35,36,40,45
8,10,17,26,37,41
3,5,10,12,13,40
6,11,15,25,40,46
6,10,32,37,40,48
7,10,23,26,27,32
3,9,24,26,33,47
2,8,9,20,23,43
10,11,22,28,30,33
7,15,19,32,33,34
9,30,31,33,37,43
7,12,14,16,35,39
4,23,25,36,38,43
2,7,11,15,42,49
6,7,19,27,37,45
23,25,28,30,32,49
13,15,18,21,38,44
9,15,17,31,33,34
4,8,9,41,45,47
23,27,33,46,47,49
1,3,6,22,25,39
1,5,6,15,20,22
1,5,18,34,35,37
2,9,19,24,32,41
5,12,21,32,46,47
4,5,27,38,43,45
1,2,7,9,21,42
10,17,23,29,30,43
1,3,24,27,43,45
31,36,40,43,48,49
1,18,36,40,44,47
5,8,17,32,43,44
17,34,39,41,43,47
4,8,10,13,29,43
12,25,36,37,40,42
13,21,27,46,47,48
7,24,32,33,34,35
2,3,18,30,34,40
6,15,35,42,47,48
5,17,25,26,41,42
7,13,17,19,23,39
7,9,17,21,39,49
4,6,20,26,31,33
7,11,13,36,43,44
15,38,43,45,48,49
1,3,4,23,36,38
14,15,24,36,45,46
6,12,23,30,34,43
5,6,33,41,44,49
19,21,32,35,38,47
17,18,20,29,31,43
17,19,28,35,36,42
19,21,22,23,37,45
2,11,25,34,46,49
22,32,35,39,44,46
4,7,16,21,47,48
11,14,38,43,44,46
7,16,20,28,32,41
7,8,23,26,46,48
1,11,20,23,28,32
8,17,25,26,45,46
12,30,40,46,47,49
6,12,18,19,31,47
1,3,7,8,35,44
26,30,32,34,40,47
2,8,12,15,39,49
5,16,17,18,31,38
3,16,18,21,25,48
9,15,22,38,41,45
7,9,10,17,38,44
1,12,20,25,29,43
16,18,27,28,29,31
14,15,26,34,35,42
9,12,21,22,35,44
7,18,21,26,34,36
1,7,28,31,40,44
2,14,16,25,30,33
2,12,24,26,38,42
4,12,13,14,27,28
12,22,29,32,33,36
4,6,15,38,41,48
2,5,24,25,31,35
16,18,26,27,29,34
29,34,35,39,40,43
6,7,8,10,26,38
7,12,19,22,32,48
2,26,31,33,38,40
5,9,22,33,34,48
1,24,26,28,29,32
7,15,28,29,33,41
4,5,6,13,22,40
14,17,21,25,27,39
14,21,25,28,36,37
19,20,25,27,31,38
1,2,15,26,39,49
21,23,31,34,38,44
2,16,18,25,27,45
11,30,32,34,42,44
2,12,19,21,35,49
9,32,34,36,43,49
9,15,16,33,35,41
3,19,29,31,34,42
20,21,32,39,42,43
9,12,17,25,30,35
9,11,32,34,35,48
7,18,21,26,31,37
19,29,30,31,32,36
13,23,29,39,46,47
7,8,24,39,40,46
1,2,3,4,13,48
13,15,18,23,26,46
5,21,30,33,36,41
8,13,23,31,39,41
16,20,22,31,40,43
3,8,12,19,42,44
5,6,7,14,16,46
6,7,21,28,38,39
1,2,12,20,21,47
15,27,30,31,34,43
3,4,20,22,33,46
16,21,25,26,38,47
9,10,21,28,30,41
6,14,23,29,44,48
4,13,26,35,41,46
3,9,18,32,41,47
1,15,32,35,38,49
11,14,16,17,29,41
5,10,31,35,37,41
1,3,14,17,38,40
1,4,30,40,42,48
4,12,31,41,43,49
19,21,34,36,47,49
16,17,20,21,29,35
14,35,40,43,46,47
11,15,16,22,27,34
8,17,25,26,38,42
8,12,22,39,40,44
3,12,35,42,43,45
2,13,15,24,33,35
7,18,26,35,38,48
11,22,25,33,42,49
3,11,13,15,20,39
22,28,29,30,36,47
12,14,19,26,40,42
8,9,14,38,42,49
12,19,28,31,41,47
2,6,7,8,30,37
3,7,11,29,45,48
5,6,7,12,35,39
18,28,29,30,46,49
10,19,20,35,38,43
2,16,22,24,27,45
3,21,23,41,43,46
1,5,10,16,44,45
15,18,29,30,37,47
2,11,32,33,48,49
8,9,13,27,28,38
7,14,32,36,39,44
11,13,16,17,19,20
11,23,30,31,34,46
7,15,19,28,29,30
3,16,20,22,37,39
6,14,18,21,34,35
3,11,16,23,24,26
16,31,38,39,41,42
11,12,18,20,36,43
12,21,25,34,45,48
7,15,31,41,46,47
1,6,13,14,19,34
1,24,28,34,44,47
19,29,33,34,39,41
13,19,29,31,32,48
12,16,17,20,34,39
4,12,16,22,32,40
12,14,32,40,43,49
4,5,8,10,32,39
1,8,16,18,19,38
22,24,28,33,38,46
1,2,14,25,29,46
3,6,9,39,46,47
1,7,18,19,27,41
5,12,15,26,36,46
6,11,13,21,27,41
9,15,25,27,28,41
7,14,26,28,30,42
6,20,24,29,32,42
1,2,8,12,41,45
8,28,30,37,41,43
32,36,43,44,45,47
11,18,20,25,35,39
12,21,23,31,33,45
4,6,17,31,34,49
8,20,30,38,41,43
4,7,11,18,46,47
4,18,39,40,42,43
3,13,16,18,19,46
1,3,8,27,39,48
9,20,24,38,44,48
3,6,22,31,35,43
3,25,29,37,44,45
10,12,22,27,31,32
5,6,9,39,43,47
12,17,33,34,40,48
1,3,19,32,37,47
17,23,32,33,40,47
18,27,28,34,38,45
1,3,13,21,32,45
3,8,12,20,26,39
5,17,31,34,36,38
5,24,38,40,44,48
16,17,23,35,39,45
12,18,27,29,31,43
8,10,32,36,37,44
23,27,31,39,41,42
13,30,37,39,42,44
16,24,25,27,29,40
2,4,14,32,39,43
1,6,16,38,41,48
15,23,27,31,41,42
2,4,8,9,22,34
4,14,20,21,29,36
5,18,19,26,30,40
4,9,17,31,33,38
2,6,15,26,36,40
9,16,26,30,32,36
20,22,37,42,43,46
17,18,20,39,40,41
16,19,20,25,35,42
12,19,21,28,30,39
2,18,31,33,43,47
1,21,23,25,29,44
4,21,23,29,33,40
3,7,12,16,30,31
4,9,12,27,28,48
4,5,21,24,36,38
11,12,27,29,31,38
10,26,27,35,41,46
11,19,20,36,38,47
7,18,25,34,39,47
23,26,29,41,42,46
2,8,10,12,23,44
4,23,24,34,41,48
4,7,20,32,45,48
11,17,22,30,40,41
3,22,31,32,33,39
2,7,8,15,21,40
5,13,22,23,28,38
13,15,23,26,32,33
7,8,13,16,17,36
6,27,33,41,47,48
5,6,12,13,34,45
8,28,30,33,37,46
12,15,25,34,37,49
1,19,22,23,24,34
11,14,16,19,44,46
1,4,15,27,32,45
25,29,30,32,33,42
7,9,19,28,34,45
9,15,32,37,42,46
11,25,28,29,33,43
5,22,25,27,30,44
4,9,17,26,32,37
1,7,13,24,40,46
2,6,15,29,31,37
5,11,25,29,38,39
2,12,19,21,24,43
1,4,22,23,34,35
10,24,26,30,40,47
11,15,27,30,46,49
4,14,17,20,21,33
4,13,30,37,41,46
13,14,27,31,38,40
5,8,37,42,47,48
9,10,30,31,37,44
1,2,13,17,31,41
17,19,20,21,35,41
2,12,27,36,39,41
7,22,25,39,45,48
10,14,21,36,37,38
5,7,11,31,35,46
1,11,26,28,30,31
5,10,14,35,43,47
2,10,25,38,41,42
10,13,14,34,36,42
1,15,24,36,37,43
22,24,37,38,46,49
12,13,15,37,38,42
5,8,32,33,47,49
11,13,20,29,34,49
13,15,23,28,46,49
8,31,33,34,45,46
5,17,20,27,28,31
4,9,30,31,45,49
9,16,22,27,38,48
9,10,18,21,25,47
10,20,26,35,42,43
8,12,18,24,30,44
11,24,40,42,44,45
4,11,17,28,30,32
9,11,22,27,37,42
2,5,7,9,21,24
2,3,17,38,40,42
8,22,29,42,46,48
1,4,8,30,31,33
4,10,25,33,36,46
5,22,27,35,38,47
11,16,35,37,46,49
12,13,16,29,44,45
13,17,33,39,42,46
18,21,24,31,35,39
10,13,31,32,39,46
2,20,22,23,24,31
2,3,31,36,46,48
8,10,31,34,40,41
9,14,21,26,27,35
10,13,14,34,39,48
12,24,28,34,35,42
30,34,37,38,40,49
17,30,33,42,45,48
6,8,12,44,46,47
21,27,28,32,38,42
10,17,19,31,35,48
4,11,16,26,28,38
3,8,12,26,29,42
10,21,22,35,42,45
13,16,18,27,28,41
3,8,11,12,21,48
1,12,14,34,39,48
8,9,16,18,22,37
18,21,23,24,28,41
14,18,26,31,34,40
7,9,19,25,42,44
1,7,14,18,26,33
1,14,19,34,42,49
1,2,34,35,45,47
2,3,13,27,30,49
3,7,8,21,27,37
15,20,36,37,48,49
4,20,31,35,43,46
23,24,25,29,34,48
8,11,14,18,25,43
1,19,24,26,31,32
7,12,13,19,20,27
10,15,17,20,22,37
9,19,31,32,38,40
6,7,9,17,19,44
10,11,32,36,45,46
4,9,18,22,34,42
6,9,14,29,38,46
18,19,20,23,30,42
11,13,18,33,39,41
19,25,26,41,44,45
6,7,16,22,37,38
6,19,20,31,43,48
21,28,35,40,45,47
23,29,33,34,38,42
6,14,23,27,38,40
5,7,9,10,13,49
9,13,14,31,45,46
12,32,41,42,46,49
2,14,31,36,44,49
7,15,31,36,38,39
9,15,27,33,36,39
8,12,30,33,34,44
11,23,30,39,40,41
16,17,26,30,40,43
1,10,18,19,27,42
10,21,22,27,28,43
10,12,30,32,34,38
21,22,24,31,33,34
5,7,11,30,43,49
3,5,10,28,41,47
15,25,30,33,45,46
3,8,15,18,26,34
6,9,13,23,26,41
7,8,31,35,37,41
2,7,8,20,28,34
10,32,35,37,39,47
2,22,25,26,32,46
16,18,21,22,27,47
6,17,23,28,35,47
6,15,28,38,43,47
6,19,27,33,43,47
15,16,19,30,35,39
6,9,13,31,35,47
1,19,20,36,46,49
6,10,12,39,41,49
9,13,24,28,30,44
10,31,32,35,38,46
1,8,22,34,38,43
5,8,24,32,47,48
3,9,16,19,32,47
17,18,34,41,43,48
